period,variant,pnl_pct,maxdd_pct,sharpe,trades
2021-2022,baseline,10.131800000000446,-18.281234217820984,0.34119895061972266,414
2021-2022,best_combo,14.565950000000027,-15.492667019495753,0.4675399479598456,414
2023-2025,baseline,328.3492500000001,-15.602895543925799,2.6463266835098453,741
2023-2025,best_combo,341.38664999999867,-16.984584815562688,2.6211562258411023,737
2026,baseline,126.06124999999912,-20.990034155243155,7.571885458920072,43
2026,best_combo,152.55030000000014,-12.054518139498372,8.848762427748722,42
