variant_id,variant_label,mean_sharpe,worst_maxdd,sum_pnl
none,No time filter (reference),3.5319887386575832,-20.990034155243155,463.44419999999974
no_ny_open_flat,Block 13:30-14:29 UTC (force flat),3.5185028602333053,-21.41589856360897,448.33610000000056
no_ny_open_no_entry,Block 13:30-14:29 UTC (block entries; hold segments),3.4760022323630064,-20.990034155243155,446.12979999999993
no_late_us_no_entry,Block 20:00-23:59 UTC (block entries; hold segments),3.145254769076004,-23.32715553943211,382.4784000000001
no_asia_no_entry,Block Asia 00:00-06:59 UTC (block entries; hold segments),2.9715324746029617,-25.699454781445684,363.1081000000018
no_asia_flat,Block Asia 00:00-06:59 UTC (force flat),2.7535725485460034,-23.018698719063778,317.89605000000125
only_07_21_no_entry,Allow only 07:00-20:59 UTC (block entries outside; hold segments),2.6152637281179634,-31.89179735437818,304.6823000000019
no_late_us_flat,Block 20:00-23:59 UTC (force flat),2.110594796375189,-22.794741028401045,308.2234499999992
only_07_21_flat,Allow only 07:00-20:59 UTC (force flat outside),1.4431139825216162,-21.643536017724507,205.27575000000127
